CPU_Use,App_Name,Framework
19.2,T,Client-Server
23,T,Client-Server
23,T,Client-Server
23,T,Client-Server
30.7,T,Client-Server
19.2,T,Client-Server
11.1,T,Client-Server
26.9,T,Client-Server
19.2,T,Client-Server
3.8,T,Client-Server
11.5,T,Client-Server
34.6,T,Client-Server
7.6,T,Client-Server
30.7,T,Client-Server
19.2,T,Client-Server
3.7,T,Client-Server
65.3,T,Client-Server
80.7,T,Client-Server
30.7,T,Client-Server
53.8,T,Client-Server
23,T,Client-Server
25.9,T,Client-Server
30.7,T,Client-Server
92.5,T,Client-Server
33.3,T,Client-Server
3.8,T,Client-Server
3.8,T,Client-Server
42.3,T,Client-Server
38.4,T,Client-Server
48.1,T,Client-Server
3.8,T,Client-Server
15.3,T,Client-Server
11.5,T,Client-Server
50,T,Client-Server
61.5,T,Client-Server
38.4,T,Client-Server
22.2,T,Client-Server
15.3,T,Client-Server
65.3,T,Client-Server
14.8,T,Client-Server
3.8,T,Client-Server
3.8,T,Client-Server
7.6,T,Client-Server
19.2,T,Client-Server
11.1,T,Client-Server
19.2,T,Client-Server
7.6,T,Client-Server
7.6,T,Client-Server
37,T,Client-Server
214,T,Client-Server
107,T,Client-Server
118,T,Client-Server
81.4,T,Client-Server
88.8,T,Client-Server
96.1,T,Client-Server
176,T,Client-Server
23,T,Client-Server
11.5,T,Client-Server
7.6,T,Client-Server
3.8,T,Client-Server
3.8,T,Client-Server
80.7,T,Client-Server
51.8,T,Client-Server
85.1,T,Client-Server
81.4,T,Client-Server
42.3,T,Client-Server
23,T,Client-Server
26.9,T,Client-Server
34.6,T,Client-Server
23,T,Client-Server
11.5,T,Client-Server
3.8,T,Client-Server
7.6,T,Client-Server
15.3,T,Client-Server
7.6,T,Client-Server
15.3,T,Client-Server
11.5,T,Client-Server
7.6,T,Client-Server
11.5,T,Client-Server
7.6,T,Client-Server
7.6,T,Client-Server
11.5,T,Client-Server
15.3,T,Client-Server
61.5,T,Client-Server
19.2,T,Client-Server
19.2,T,Client-Server
65.3,T,Client-Server
11.5,T,Client-Server
11.5,T,Client-Server
15.3,T,Client-Server
38.4,T,Client-Server
23,T,Client-Server
33.3,T,Client-Server
18.5,T,Client-Server
11.5,T,Client-Server
19.2,T,Client-Server
11.5,T,Client-Server
15.3,T,Client-Server
7.6,T,Client-Server
23,T,Client-Server
3.7,T,Client-Server
15.3,T,Client-Server
7.1,T,Client-Server
19.2,T,Client-Server
18.5,T,Client-Server
15.3,T,Client-Server
19.2,T,Client-Server
21.4,T,Client-Server
14.8,T,Client-Server
69.2,T,Client-Server
103,T,Client-Server
88.4,T,Client-Server
3.8,T,Client-Server
3.8,T,Client-Server
34.6,T,Client-Server
29.6,T,Client-Server
15.3,T,Client-Server
53.8,T,Client-Server
15.3,T,Client-Server
11.5,T,Client-Server
31,T,Client-Server
7.6,T,Client-Server
7.6,T,Client-Server
34.6,T,Client-Server
3.7,T,Client-Server
30.7,T,Client-Server
18.5,T,Client-Server
7.6,T,Client-Server
7.6,T,Client-Server
3.8,T,Client-Server
19.2,T,Client-Server
23,T,Client-Server
15.3,T,Client-Server
3.8,T,Client-Server
11.5,T,Client-Server
7.6,T,Client-Server
15.3,T,Client-Server
26.9,T,Client-Server
14.8,T,Client-Server
23,T,Client-Server
11.5,T,Client-Server
15.3,T,Client-Server
7.6,T,Client-Server
23,T,Client-Server
15.3,T,Client-Server
7.6,T,Client-Server
18.5,T,Client-Server
15.3,T,Client-Server
15.3,T,Client-Server
15.3,T,Client-Server
7.6,T,Client-Server
11.5,T,Client-Server
15.3,T,Client-Server
15.3,T,Client-Server
11.5,T,Client-Server
26.9,T,Client-Server
23,T,Client-Server
7.6,T,Client-Server
15.3,T,Client-Server
23,T,Client-Server
19.2,T,Client-Server
14.2,T,Client-Server
23,T,Client-Server
25.9,T,Client-Server
11.5,T,Client-Server
3.8,T,Client-Server
15.3,T,Client-Server
15.3,T,Client-Server
15.3,T,Client-Server
33.3,T,Client-Server
19.2,T,Client-Server
7.6,T,Client-Server
3.8,T,Client-Server
18.5,T,Client-Server
3.8,T,Client-Server
15.3,T,Client-Server
7.6,T,Client-Server
15.3,T,Client-Server
7.6,T,Client-Server
15.3,T,Client-Server
15.3,T,Client-Server
30.7,T,Client-Server
30.7,T,Client-Server
15.3,T,Client-Server
22.2,T,Client-Server
11.5,T,Client-Server
19.2,T,Client-Server
3.8,T,Client-Server
30.7,T,Client-Server
26.9,T,Client-Server
23,T,Client-Server
15.3,T,Client-Server
19.2,T,Client-Server
15.3,T,Client-Server
25.9,T,Client-Server
24.1,T,Client-Server
19.2,T,Client-Server
15.3,T,Client-Server
11.5,T,Client-Server
42.3,T,Client-Server
19.2,T,Client-Server
25.9,T,Client-Server
11.5,T,Client-Server
15.3,T,Client-Server
19.2,T,Client-Server
15.3,T,Client-Server
11.5,T,Client-Server
19.2,T,Client-Server
19.2,T,Client-Server
3.8,T,Client-Server
7.6,T,Client-Server
15.3,T,Client-Server
15.3,T,Client-Server
19.2,T,Client-Server
38.4,T,Client-Server
15.3,T,Client-Server
38.4,T,Client-Server
15.3,T,Client-Server
42.3,T,Client-Server
23,T,Client-Server
15.3,T,Client-Server
15.3,T,Client-Server
26.9,T,Client-Server
23,T,Client-Server
15.3,T,Client-Server
19.2,T,Client-Server
11.5,T,Client-Server
7.6,T,Client-Server
3.8,T,Client-Server
34.6,T,Client-Server
19.2,T,Client-Server
19.2,T,Client-Server
15.3,T,Client-Server
80.7,T,Client-Server
69.2,T,Client-Server
29.6,T,Client-Server
10.7,T,Client-Server
11.5,T,Client-Server
38.4,T,Client-Server
55.5,T,Client-Server
85.1,T,Client-Server
7.6,T,Client-Server
3.8,T,Client-Server
3.8,T,Client-Server
46.1,T,Client-Server
73,T,Client-Server
17.2,T,Client-Server
15.3,T,Client-Server
11.5,T,Client-Server
30.7,T,Client-Server
69.2,T,Client-Server
29.6,T,Client-Server
26.9,T,Client-Server
23,T,Client-Server
29.6,T,Client-Server
3.8,T,Client-Server
3.8,T,Client-Server
3.8,T,Client-Server
15.3,T,Client-Server
11.5,T,Client-Server
19.2,T,Client-Server
96.1,T,Client-Server
133,T,Client-Server
142,T,Client-Server
92.3,T,Client-Server
111,T,Client-Server
146,T,Client-Server
88.8,T,Client-Server
96.1,T,Client-Server
146,T,Client-Server
38.4,T,Client-Server
30.7,T,Client-Server
38.4,T,Client-Server
11.5,T,Client-Server
3.8,T,Client-Server
3.8,T,Client-Server
84.6,T,Client-Server
100,T,Client-Server
66.6,T,Client-Server
80.7,T,Client-Server
64.2,T,Client-Server
3.8,T,Client-Server
30.7,T,Client-Server
50,T,Client-Server
25.9,T,Client-Server
23,T,Client-Server
23,T,Client-Server
6.8,T,Client-Server
11.5,T,Client-Server
17.8,T,Client-Server
11.5,T,Client-Server
23,T,Client-Server
3.8,T,Client-Server
26.9,T,Client-Server
14.8,T,Client-Server
15.3,T,Client-Server
23,T,Client-Server
34.6,T,Client-Server
74,T,Client-Server
38.4,T,Client-Server
19.2,T,Client-Server
3.8,T,Client-Server
80.7,T,Client-Server
23,T,Client-Server
15.3,T,Client-Server
15.3,T,Client-Server
26.9,T,Client-Server
3.8,T,Client-Server
14.8,T,Client-Server
19.2,T,Client-Server
23,T,Client-Server
29.6,T,Client-Server
26.9,T,Client-Server
19.2,T,Client-Server
3.8,T,Client-Server
15.3,T,Client-Server
23,T,Client-Server
19.2,T,Client-Server
23,T,Client-Server
15.3,T,Client-Server
19.2,T,Client-Server
3.8,T,Client-Server
46.1,T,Client-Server
100,T,Client-Server
76.9,T,Client-Server
19.2,T,Client-Server
42.3,T,Client-Server
50,T,Client-Server
11.5,T,Client-Server
19.2,T,Client-Server
53.8,T,Client-Server
3.8,T,Client-Server
23,T,Client-Server
23,T,Client-Server
15.3,T,Client-Server
19.2,T,Client-Server
15.3,T,Client-Server
19.2,T,Client-Server
23,T,Client-Server
3.8,T,Client-Server
7.6,T,Client-Server
22.2,T,Client-Server
23,T,Client-Server
19.2,T,Client-Server
11.5,T,Client-Server
3.8,T,Client-Server
19.2,T,Client-Server
7.6,T,Client-Server
19.2,T,Client-Server
15.3,T,Client-Server
7.6,T,Client-Server
15.3,T,Client-Server
11.5,T,Client-Server
19.2,T,Client-Server
11.5,T,Client-Server
15.3,T,Client-Server
23,T,Client-Server
25.9,T,Client-Server
7.6,T,Client-Server
11.1,T,Client-Server
19.2,T,Client-Server
15.3,T,Client-Server
19.2,T,Client-Server
23,T,Client-Server
19.2,T,Client-Server
34.6,T,Client-Server
18.5,T,Client-Server
19.2,T,Client-Server
11.5,T,Client-Server
19.2,T,Client-Server
15.3,T,Client-Server
3.8,T,Client-Server
15.3,T,Client-Server
30.7,T,Client-Server
25.9,T,Client-Server
30.7,T,Client-Server
23,T,Client-Server
3.8,T,Client-Server
3.8,T,Client-Server
22.2,T,Client-Server
33.3,T,Client-Server
21.4,T,Client-Server
19.2,T,Client-Server
7.6,T,Client-Server
3.8,T,Client-Server
22.2,T,Client-Server
19.2,T,Client-Server
15.3,T,Client-Server
23,T,Client-Server
3.8,T,Client-Server
19.2,T,Client-Server
11.5,T,Client-Server
19.2,T,Client-Server
19.2,T,Client-Server
23,T,Client-Server
23,T,Client-Server
26.9,T,Client-Server
15.3,T,Client-Server
15.3,T,Client-Server
3.8,T,Client-Server
19.2,T,Client-Server
30.7,T,Client-Server
23,T,Client-Server
19.2,T,Client-Server
15.3,T,Client-Server
3.8,T,Client-Server
34.6,T,Client-Server
3.8,T,Client-Server
3.8,T,Client-Server
7.6,T,Client-Server
25.9,T,Client-Server
3.8,T,Client-Server
15.3,T,Client-Server
3.8,T,Client-Server
30.7,T,Client-Server
14.8,T,Client-Server
3.8,T,Client-Server
3.8,T,Client-Server
7.6,T,Client-Server
11.5,T,Client-Server
23,T,Client-Server
19.2,T,Client-Server
3.8,T,Client-Server
15.3,T,Client-Server
19.2,T,Client-Server
23,T,Client-Server
18.5,T,Client-Server
23,T,Client-Server
11.5,T,Client-Server
3.8,T,Client-Server
23,T,Client-Server
14.8,T,Client-Server
19.2,T,Client-Server
11.5,T,Client-Server
19.2,T,Client-Server
22.2,T,Client-Server
22.2,T,Client-Server
29.6,T,Client-Server
18.5,T,Client-Server
19.2,T,Client-Server
19.2,T,Client-Server
22.2,T,Client-Server
15.3,T,Client-Server
3.8,T,Client-Server
19.2,T,Client-Server
15.3,T,Client-Server
34.6,T,Client-Server
15.3,T,Client-Server
19.2,T,Client-Server
26.9,T,Client-Server
25.9,T,Client-Server
100,T,Client-Server
92.3,T,Client-Server
23,T,Client-Server
19.2,T,Client-Server
23,T,Client-Server
50,T,Client-Server
77.7,T,Client-Server
61.5,T,Client-Server
3.8,T,Client-Server
3.8,T,Client-Server
42.3,T,Client-Server
53.8,T,Client-Server
23,T,Client-Server
3.8,T,Client-Server
30.7,T,Client-Server
3.8,T,Client-Server
84.6,T,Client-Server
51.8,T,Client-Server
19.2,T,Client-Server
7.6,T,Client-Server
23,T,Client-Server
51.8,T,Client-Server
34.6,T,Client-Server
3.8,T,Client-Server
23,T,Client-Server
3.8,T,Client-Server
7.4,T,Client-Server
3.8,T,Client-Server
107,T,Client-Server
196,T,Client-Server
88.8,T,Client-Server
122,T,Client-Server
130,T,Client-Server
96.2,T,Client-Server
119,T,Client-Server
65.3,T,Client-Server
26.9,T,Client-Server
7.6,T,Client-Server
3.8,T,Client-Server
100,T,Client-Server
92.3,T,Client-Server
73,T,Client-Server
65.3,T,Client-Server
38.4,T,Client-Server
7.6,T,Client-Server
26.9,T,Client-Server
38.4,T,Client-Server
3.8,T,Client-Server
57.6,T,Client-Server
42.3,T,Client-Server
3.8,T,Client-Server
3.8,T,Client-Server
15.3,T,Client-Server
26.9,T,Client-Server
3.8,T,Client-Server
19.2,T,Client-Server
23,T,Client-Server
19.2,T,Client-Server
19.2,T,Client-Server
3.8,T,Client-Server
19.2,T,Client-Server
53.8,T,Client-Server
76.9,T,Client-Server
3.8,T,Client-Server
11.5,T,Client-Server
26.9,T,Client-Server
37,T,Client-Server
15.3,T,Client-Server
23,T,Client-Server
19.2,T,Client-Server
3.8,T,Client-Server
38.4,T,Client-Server
3.8,T,Client-Server
19.2,T,Client-Server
30.7,T,Client-Server
11.5,T,Client-Server
15.3,T,Client-Server
15.3,T,Client-Server
15.3,T,Client-Server
3.8,T,Client-Server
19.2,T,Client-Server
19.2,T,Client-Server
11.5,T,Client-Server
19.2,T,Client-Server
23,T,Client-Server
19.2,T,Client-Server
7.6,T,Client-Server
19.2,T,Client-Server
26.9,T,Client-Server
3.8,T,Client-Server
61.5,T,Client-Server
100,T,Client-Server
46.1,T,Client-Server
15.3,T,Client-Server
11.5,T,Client-Server
7.6,T,Client-Server
15.3,T,Client-Server
65.3,T,Client-Server
7.6,T,Client-Server
34.6,T,Client-Server
51.8,T,Client-Server
22.2,T,Client-Server
25,T,Client-Server
7.6,T,Client-Server
34.6,T,Client-Server
26.9,T,Client-Server
15.3,T,Client-Server
26.9,T,Client-Server
23,T,Client-Server
23,T,Client-Server
19.2,T,Client-Server
19.2,T,Client-Server
3.8,T,Client-Server
3.8,T,Client-Server
22.2,T,Client-Server
18.5,T,Client-Server
15.3,T,Client-Server
3.8,T,Client-Server
23,T,Client-Server
19.2,T,Client-Server
15.3,T,Client-Server
34.6,T,Client-Server
18.5,T,Client-Server
3.8,T,Client-Server
23,T,Client-Server
19.2,T,Client-Server
34.6,T,Client-Server
30.7,T,Client-Server
7.6,T,Client-Server
19.2,T,Client-Server
23,T,Client-Server
3.8,T,Client-Server
11.5,T,Client-Server
34.6,T,Client-Server
14.8,T,Client-Server
26.9,T,Client-Server
23,T,Client-Server
19.2,T,Client-Server
11.5,T,Client-Server
23,T,Client-Server
15.3,T,Client-Server
11.5,T,Client-Server
7.6,T,Client-Server
15.3,T,Client-Server
15.3,T,Client-Server
19.2,T,Client-Server
14.8,T,Client-Server
34.6,T,Client-Server
19.2,T,Client-Server
19.2,T,Client-Server
25.9,T,Client-Server
19.2,T,Client-Server
23,T,Client-Server
11.5,T,Client-Server
23,T,Client-Server
18.5,T,Client-Server
10.7,T,Client-Server
11.5,T,Client-Server
15.3,T,Client-Server
19.2,T,Client-Server
23,T,Client-Server
15.3,T,Client-Server
30.7,T,Client-Server
19.2,T,Client-Server
23,T,Client-Server
23,T,Client-Server
15.3,T,Client-Server
23,T,Client-Server
11.5,T,Client-Server
19.2,T,Client-Server
30.7,T,Client-Server
11.5,T,Client-Server
11.5,T,Client-Server
3.8,T,Client-Server
18.5,T,Client-Server
19.2,T,Client-Server
15.3,T,Client-Server
3.8,T,Client-Server
15.3,T,Client-Server
7.6,T,Client-Server
19.2,T,Client-Server
23,T,Client-Server
15.3,T,Client-Server
11.5,T,Client-Server
3.8,T,Client-Server
23,T,Client-Server
19.2,T,Client-Server
15.3,T,Client-Server
7.6,T,Client-Server
38.4,T,Client-Server
42.3,T,Client-Server
19.2,T,Client-Server
30.7,T,Client-Server
23,T,Client-Server
15.3,T,Client-Server
23,T,Client-Server
3.8,T,Client-Server
19.2,T,Client-Server
3.8,T,Client-Server
11.5,T,Client-Server
23,T,Client-Server
15.3,T,Client-Server
34.6,T,Client-Server
3.8,T,Client-Server
26.9,T,Client-Server
19.2,T,Client-Server
15.3,T,Client-Server
22.2,T,Client-Server
18.5,T,Client-Server
22.2,T,Client-Server
3.7,T,Client-Server
11.5,T,Client-Server
130,T,Client-Server
35.7,T,Client-Server
15.3,T,Client-Server
3.8,T,Client-Server
34.6,T,Client-Server
23,T,Client-Server
30.7,T,Client-Server
96.1,T,Client-Server
7.6,T,Client-Server
7.6,T,Client-Server
3.8,T,Client-Server
34.6,T,Client-Server
38.4,T,Client-Server
61.5,T,Client-Server
15.3,T,Client-Server
26.9,T,Client-Server
3.8,T,Client-Server
50,T,Client-Server
51.8,T,Client-Server
25.9,T,Client-Server
23,T,Client-Server
3.8,T,Client-Server
50,T,Client-Server
29.6,T,Client-Server
3.8,T,Client-Server
3.8,T,Client-Server
3.8,T,Client-Server
15.3,T,Client-Server
11.5,T,Client-Server
15.3,T,Client-Server
10.3,T,Client-Server
7.6,T,Client-Server
19.2,T,Client-Server
3.8,T,Client-Server
61.5,T,Client-Server
200,T,Client-Server
103,T,Client-Server
115,T,Client-Server
88.4,T,Client-Server
119,T,Client-Server
130,T,Client-Server
92.3,T,Client-Server
14.8,T,Client-Server
15.3,T,Client-Server
19.2,T,Client-Server
3.8,T,Client-Server
103,T,Client-Server
103,T,Client-Server
57.6,T,Client-Server
73,T,Client-Server
26.9,T,Client-Server
11.5,T,Client-Server
23,T,Client-Server
38.4,T,Client-Server
15.3,T,Client-Server
19.2,T,Client-Server
3.8,T,Client-Server
23,T,Client-Server
7.6,T,Client-Server
15.3,T,Client-Server
26.9,T,Client-Server
26.9,T,Client-Server
22.2,T,Client-Server
15.3,T,Client-Server
30.7,T,Client-Server
23,T,Client-Server
15.3,T,Client-Server
19.2,T,Client-Server
44.4,T,Client-Server
7.6,T,Client-Server
42.3,T,Client-Server
11.5,T,Client-Server
7.6,T,Client-Server
42.3,T,Client-Server
30.7,T,Client-Server
15.3,T,Client-Server
18.5,T,Client-Server
15.3,T,Client-Server
7.6,T,Client-Server
23,T,Client-Server
19.2,T,Client-Server
23,T,Client-Server
34.6,T,Client-Server
3.8,T,Client-Server
15.3,T,Client-Server
23,T,Client-Server
7.6,T,Client-Server
3.8,T,Client-Server
38.4,T,Client-Server
11.5,T,Client-Server
22.2,T,Client-Server
11.5,T,Client-Server
3.8,T,Client-Server
22.2,T,Client-Server
19.2,T,Client-Server
3.8,T,Client-Server
50,T,Client-Server
61.5,T,Client-Server
100,T,Client-Server
38.4,T,Client-Server
17.2,T,Client-Server
30.7,T,Client-Server
7.6,T,Client-Server
11.5,T,Client-Server
40.7,T,Client-Server
26.9,T,Client-Server
11.1,T,Client-Server
17.2,T,Client-Server
7.6,T,Client-Server
3.8,T,Client-Server
34.6,T,Client-Server
23,T,Client-Server
19.2,T,Client-Server
19.2,T,Client-Server
26.9,T,Client-Server
15.3,T,Client-Server
7.4,T,Client-Server
46.1,T,Client-Server
7.6,T,Client-Server
11.5,T,Client-Server
23,T,Client-Server
11.5,T,Client-Server
7.6,T,Client-Server
23,T,Client-Server
14.8,T,Client-Server
11.5,T,Client-Server
11.5,T,Client-Server
19.2,T,Client-Server
23,T,Client-Server
23,T,Client-Server
26.9,T,Client-Server
19.2,T,Client-Server
19.2,T,Client-Server
15.3,T,Client-Server
14.2,T,Client-Server
34.6,T,Client-Server
17.2,T,Client-Server
19.2,T,Client-Server
7.6,T,Client-Server
26.9,T,Client-Server
30.7,T,Client-Server
15.3,T,Client-Server
15.3,T,Client-Server
18.5,T,Client-Server
7.6,T,Client-Server
15.3,T,Client-Server
19.2,T,Client-Server
19.2,T,Client-Server
19.2,T,Client-Server
3.8,T,Client-Server
7.6,T,Client-Server
3.8,T,Client-Server
19.2,T,Client-Server
19.2,T,Client-Server
7.4,T,Client-Server
23,T,Client-Server
19.2,T,Client-Server
7.6,T,Client-Server
11.5,T,Client-Server
3.8,T,Client-Server
26.9,T,Client-Server
11.5,T,Client-Server
15.3,T,Client-Server
19.2,T,Client-Server
7.6,T,Client-Server
15.3,T,Client-Server
3.8,T,Client-Server
19.2,T,Client-Server
26.9,T,Client-Server
3.8,T,Client-Server
30.7,T,Client-Server
7.6,T,Client-Server
19.2,T,Client-Server
7.6,T,Client-Server
3.8,T,Client-Server
14.8,T,Client-Server
7.6,T,Client-Server
26.9,T,Client-Server
25.9,T,Client-Server
14.8,T,Client-Server
19.2,T,Client-Server
22.2,T,Client-Server
7.6,T,Client-Server
15.3,T,Client-Server
7.6,T,Client-Server
23,T,Client-Server
34.6,T,Client-Server
11.5,T,Client-Server
15.3,T,Client-Server
46.1,T,Client-Server
19.2,T,Client-Server
3.8,T,Client-Server
26.9,T,Client-Server
14.8,T,Client-Server
7.6,T,Client-Server
3.8,T,Client-Server
19.2,T,Client-Server
19.2,T,Client-Server
42.3,T,Client-Server
15.3,T,Client-Server
15.3,T,Client-Server
18.5,T,Client-Server
15.3,T,Client-Server
30.7,T,Client-Server
34.6,T,Client-Server
19.2,T,Client-Server
7.6,T,Client-Server
23,T,Client-Server
23,T,Client-Server
15.3,T,Client-Server
15.3,T,Client-Server
15.3,T,Client-Server
7.6,T,Client-Server
19.2,T,Client-Server
23,T,Client-Server
15.3,T,Client-Server
19.2,T,Client-Server
26.9,T,Client-Server
53.8,T,Client-Server
50,T,Client-Server
42.3,T,Client-Server
3.7,T,Client-Server
23,T,Client-Server
42.3,T,Client-Server
34.6,T,Client-Server
51.8,T,Client-Server
38.4,T,Client-Server
3.8,T,Client-Server
3.8,T,Client-Server
23,T,Client-Server
42.3,T,Client-Server
50,T,Client-Server
7.6,T,Client-Server
15.3,T,Client-Server
7.6,T,Client-Server
50,T,Client-Server
69.2,T,Client-Server
53.8,T,Client-Server
26.9,T,Client-Server
3.8,T,Client-Server
3.8,T,Client-Server
50,T,Client-Server
30.7,T,Client-Server
7.6,T,Client-Server
3.8,T,Client-Server
3.8,T,Client-Server
11.5,T,Client-Server
25.9,T,Client-Server
29.6,T,Client-Server
59.2,T,Client-Server
65.5,T,Client-Server
211,T,Client-Server
100,T,Client-Server
118,T,Client-Server
134,T,Client-Server
103,T,Client-Server
115,T,Client-Server
111,T,Client-Server
38.4,T,Client-Server
46.1,T,Client-Server
50,T,Client-Server
19.2,T,Client-Server
96.1,T,Client-Server
96.1,T,Client-Server
69.2,T,Client-Server
107,T,Client-Server
74,T,Client-Server
14.8,T,Client-Server
15.3,T,Client-Server
46.1,T,Client-Server
44.4,T,Client-Server
37,T,Client-Server
42.3,T,Client-Server
23,T,Client-Server
11.5,T,Client-Server
7.6,T,Client-Server
7.6,T,Client-Server
11.5,T,Client-Server
3.8,T,Client-Server
7.6,T,Client-Server
3.8,T,Client-Server
11.5,T,Client-Server
3.8,T,Client-Server
7.6,T,Client-Server
7.6,T,Client-Server
3.8,T,Client-Server
69.2,T,Client-Server
84.6,T,Client-Server
34.6,T,Client-Server
15.3,T,Client-Server
23,T,Client-Server
50,T,Client-Server
77.7,T,Client-Server
15.3,T,Client-Server
15.3,T,Client-Server
19.2,T,Client-Server
7.6,T,Client-Server
19.2,T,Client-Server
15.3,T,Client-Server
19.2,T,Client-Server
3.8,T,Client-Server
3.8,T,Client-Server
19.2,T,Client-Server
7.6,T,Client-Server
15.3,T,Client-Server
30.7,T,Client-Server
11.5,T,Client-Server
19.2,T,Client-Server
3.8,T,Client-Server
11.5,T,Client-Server
15.3,T,Client-Server
19.2,T,Client-Server
17.8,T,Client-Server
7.6,T,Client-Server
3.8,T,Client-Server
92.3,T,Client-Server
100,T,Client-Server
57.6,T,Client-Server
42.3,T,Client-Server
50,T,Client-Server
7.6,T,Client-Server
19.2,T,Client-Server
38.4,T,Client-Server
15.3,T,Client-Server
7.6,T,Client-Server
19.2,T,Client-Server
30.7,T,Client-Server
15.3,T,Client-Server
11.5,T,Client-Server
23,T,Client-Server
19.2,T,Client-Server
3.5,T,Client-Server
19.2,T,Client-Server
23,T,Client-Server
37,T,Client-Server
19.2,T,Client-Server
34.6,T,Client-Server
3.8,T,Client-Server
15.3,T,Client-Server
23,T,Client-Server
7.6,T,Client-Server
3.7,T,Client-Server
15.3,T,Client-Server
19.2,T,Client-Server
25,T,Client-Server
11.5,T,Client-Server
3.8,T,Client-Server
23,T,Client-Server
14.8,T,Client-Server
3.8,T,Client-Server
3.8,T,Client-Server
23,T,Client-Server
30.7,T,Client-Server
19.2,T,Client-Server
7.6,T,Client-Server
19.2,T,Client-Server
23,T,Client-Server
23,T,Client-Server
11.5,T,Client-Server
30.7,T,Client-Server
19.2,T,Client-Server
19.2,T,Client-Server
3.8,T,Client-Server
26.9,T,Client-Server
11.5,T,Client-Server
3.8,T,Client-Server
7.6,T,Client-Server
23,T,Client-Server
19.2,T,Client-Server
15.3,T,Client-Server
7.6,T,Client-Server
7.6,T,Client-Server
23,T,Client-Server
30.7,T,Client-Server
19.2,T,Client-Server
3.8,T,Client-Server
19.2,T,Client-Server
15.3,T,Client-Server
11.5,T,Client-Server
3.8,T,Client-Server
23,T,Client-Server
19.2,T,Client-Server
7.6,T,Client-Server
3.8,T,Client-Server
34.6,T,Client-Server
25.9,T,Client-Server
15.3,T,Client-Server
3.8,T,Client-Server
15.3,T,Client-Server
23,T,Client-Server
23,T,Client-Server
15.3,T,Client-Server
15.3,T,Client-Server
3.8,T,Client-Server
3.8,T,Client-Server
30.7,T,Client-Server
7.6,T,Client-Server
19.2,T,Client-Server
23,T,Client-Server
3.8,T,Client-Server
26.9,T,Client-Server
19.2,T,Client-Server
11.5,T,Client-Server
46.1,T,Client-Server
53.8,T,Client-Server
11.5,T,Client-Server
34.6,T,Client-Server
15.3,T,Client-Server
3.8,T,Client-Server
15.3,T,Client-Server
42.3,T,Client-Server
11.5,T,Client-Server
3.8,T,Client-Server
23,T,Client-Server
19.2,T,Client-Server
15.3,T,Client-Server
3.7,T,Client-Server
7.1,T,Client-Server
29.6,T,Client-Server
30.7,T,Client-Server
15.3,T,Client-Server
3.8,T,Client-Server
11.5,T,Client-Server
15.3,T,Client-Server
26.9,T,Client-Server
23.3,T,Client-Server
11.5,T,Client-Server
11.5,T,Client-Server
3.8,T,Client-Server
26.9,T,Client-Server
23,T,Client-Server
3.7,T,Client-Server
23,T,Client-Server
3.8,T,Client-Server
23,T,Client-Server
11.5,T,Client-Server
15.3,T,Client-Server
15.3,T,Client-Server
7.6,T,Client-Server
19.2,T,Client-Server
103,T,Client-Server
61.5,T,Client-Server
11.5,T,Client-Server
11.5,T,Client-Server
23,T,Client-Server
38.4,T,Client-Server
26.9,T,Client-Server
89.2,T,Client-Server
23,T,Client-Server
3.8,T,Client-Server
3.8,T,Client-Server
50,T,Client-Server
65.3,T,Client-Server
30.7,T,Client-Server
3.8,T,Client-Server
46.1,T,Client-Server
96.1,T,Client-Server
48.1,T,Client-Server
3.8,T,Client-Server
7.6,T,Client-Server
7.6,T,Client-Server
80.7,T,Client-Server
30.7,T,Client-Server
3.8,T,Client-Server
3.8,T,Client-Server
3.8,T,Client-Server
30.7,T,Client-Server
7.6,T,Client-Server
30.7,T,Client-Server
3.7,T,Client-Server
2.2,T,EdgeMAD
1.4,T,EdgeMAD
7.1,T,EdgeMAD
5,T,EdgeMAD
1.7,T,EdgeMAD
19.2,T,EdgeMAD
12.5,T,EdgeMAD
12.9,T,EdgeMAD
10,T,EdgeMAD
15.7,T,EdgeMAD
11.5,T,EdgeMAD
4.5,T,EdgeMAD
6.8,T,EdgeMAD
8.3,T,EdgeMAD
2.4,T,EdgeMAD
5.4,T,EdgeMAD
7.4,T,EdgeMAD
9.7,T,EdgeMAD
3.8,T,EdgeMAD
1.3,T,EdgeMAD
3.9,T,EdgeMAD
5.5,T,EdgeMAD
13.8,T,EdgeMAD
18.5,T,EdgeMAD
23,T,EdgeMAD
12.8,T,EdgeMAD
16.6,T,EdgeMAD
14.8,T,EdgeMAD
17.8,T,EdgeMAD
9,T,EdgeMAD
21.8,T,EdgeMAD
23,T,EdgeMAD
3.7,T,EdgeMAD
17.1,T,EdgeMAD
7.6,T,EdgeMAD
3.8,T,EdgeMAD
22.2,T,EdgeMAD
10.5,T,EdgeMAD
19.2,T,EdgeMAD
20,T,EdgeMAD
15.3,T,EdgeMAD
3.4,T,EdgeMAD
18.5,T,EdgeMAD
20,T,EdgeMAD
12.1,T,EdgeMAD
18.7,T,EdgeMAD
15.3,T,EdgeMAD
17.8,T,EdgeMAD
13.5,T,EdgeMAD
14.7,T,EdgeMAD
6.4,T,EdgeMAD
8.5,T,EdgeMAD
18.5,T,EdgeMAD
