CPU_Use,App_Name,Framework
16.6,I,EdgeMAD
12.5,I,EdgeMAD
8.8,I,EdgeMAD
7.6,I,EdgeMAD
7.3,I,EdgeMAD
17.6,I,EdgeMAD
14.8,I,EdgeMAD
7.6,I,EdgeMAD
16.6,I,EdgeMAD
14.8,I,EdgeMAD
10.8,I,EdgeMAD
7.1,I,EdgeMAD
15.7,I,EdgeMAD
1.5,I,EdgeMAD
23,I,EdgeMAD
23,I,EdgeMAD
3.7,I,EdgeMAD
11.1,I,EdgeMAD
14.2,I,EdgeMAD
8.1,I,EdgeMAD
18.5,I,EdgeMAD
13.7,I,EdgeMAD
10.7,I,EdgeMAD
15.3,I,EdgeMAD
19.2,I,EdgeMAD
7.6,I,EdgeMAD
30.7,I,EdgeMAD
14.8,I,EdgeMAD
14.2,I,EdgeMAD
15.1,I,EdgeMAD
15.3,I,EdgeMAD
15.3,I,EdgeMAD
17.6,I,EdgeMAD
4.7,I,EdgeMAD
19.2,I,EdgeMAD
17.8,I,EdgeMAD
14.8,I,EdgeMAD
15.3,I,EdgeMAD
15.1,I,EdgeMAD
15.3,I,EdgeMAD
16.1,I,EdgeMAD
8.8,I,EdgeMAD
18.1,I,EdgeMAD
10.7,I,EdgeMAD
19.2,I,EdgeMAD
14.7,I,EdgeMAD
5.8,I,EdgeMAD
11.5,I,EdgeMAD
11.1,I,EdgeMAD
14.2,I,EdgeMAD
15.6,I,EdgeMAD
12.5,I,EdgeMAD
10.7,I,EdgeMAD
18.5,I,EdgeMAD
8.8,I,EdgeMAD
2.7,I,EdgeMAD
3.4,I,EdgeMAD
14.2,I,EdgeMAD
15,I,EdgeMAD
10,I,EdgeMAD
19.2,I,EdgeMAD
6.6,I,EdgeMAD
11.1,I,EdgeMAD
21.4,I,EdgeMAD
11.5,I,EdgeMAD
9.3,I,EdgeMAD
15.3,I,EdgeMAD
14.8,I,EdgeMAD
9.6,I,EdgeMAD
1.6,I,EdgeMAD
7.1,I,EdgeMAD
3.3,I,EdgeMAD
4.8,I,EdgeMAD
2.1,I,EdgeMAD
1.4,I,EdgeMAD
1.2,I,EdgeMAD
13.5,I,EdgeMAD
7.1,I,EdgeMAD
11.1,I,EdgeMAD
13.3,I,EdgeMAD
15.7,I,EdgeMAD
6.3,I,EdgeMAD
15.3,I,EdgeMAD
10.3,I,EdgeMAD
15.6,I,EdgeMAD
1.9,I,EdgeMAD
16.6,I,EdgeMAD
2.9,I,EdgeMAD
6,I,EdgeMAD
19.2,I,EdgeMAD
11.1,I,EdgeMAD
13.3,I,EdgeMAD
23,I,EdgeMAD
10.5,I,EdgeMAD
13.6,I,EdgeMAD
9.6,I,EdgeMAD
7.4,I,EdgeMAD
19.2,I,EdgeMAD
15.3,I,EdgeMAD
3.6,I,EdgeMAD
11.1,I,EdgeMAD
18.5,I,EdgeMAD
15.3,I,EdgeMAD
7.6,I,EdgeMAD
5.7,I,EdgeMAD
11.5,I,EdgeMAD
12.5,I,EdgeMAD
14.2,I,EdgeMAD
10.7,I,EdgeMAD
7.8,I,EdgeMAD
7.6,I,EdgeMAD
14.8,I,EdgeMAD
14.2,I,EdgeMAD
17.8,I,EdgeMAD
11.5,I,EdgeMAD
13.3,I,EdgeMAD
7.6,I,EdgeMAD
19.2,I,EdgeMAD
8.5,I,EdgeMAD
11.4,I,EdgeMAD
10.3,I,EdgeMAD
17.8,I,EdgeMAD
6.7,I,EdgeMAD
15.1,I,EdgeMAD
7.4,I,EdgeMAD
12.5,I,EdgeMAD
10,I,EdgeMAD
15.3,I,EdgeMAD
18.5,I,EdgeMAD
10.7,I,EdgeMAD
17.2,I,EdgeMAD
11.5,I,EdgeMAD
23,I,EdgeMAD
14.2,I,EdgeMAD
15.3,I,EdgeMAD
15.3,I,EdgeMAD
18.1,I,EdgeMAD
6.8,I,EdgeMAD
15.3,I,EdgeMAD
19.2,I,EdgeMAD
11.1,I,EdgeMAD
11.1,I,EdgeMAD
2.7,I,EdgeMAD
7.6,I,EdgeMAD
12.1,I,EdgeMAD
11.1,I,EdgeMAD
15.3,I,EdgeMAD
11.6,I,EdgeMAD
7.1,I,EdgeMAD
13.7,I,EdgeMAD
15.3,I,EdgeMAD
13.3,I,EdgeMAD
15.3,I,EdgeMAD
15.3,I,EdgeMAD
7.6,I,EdgeMAD
35.7,I,EdgeMAD
6.2,I,EdgeMAD
3.1,I,EdgeMAD
11.6,I,EdgeMAD
4.9,I,EdgeMAD
3.8,I,EdgeMAD
4.5,I,EdgeMAD
4.3,I,EdgeMAD
2.4,I,EdgeMAD
1.6,I,EdgeMAD
10.3,I,EdgeMAD
16.6,I,EdgeMAD
3.8,I,EdgeMAD
20,I,EdgeMAD
1.5,I,EdgeMAD
11.1,I,EdgeMAD
9.3,I,EdgeMAD
5,I,EdgeMAD
18.5,I,EdgeMAD
26.9,I,EdgeMAD
12.5,I,EdgeMAD
13.6,I,EdgeMAD
10.3,I,EdgeMAD
6.8,I,EdgeMAD
10,I,EdgeMAD
11.1,I,EdgeMAD
19.2,I,EdgeMAD
10.7,I,EdgeMAD
14.8,I,EdgeMAD
6.8,I,EdgeMAD
14.8,I,EdgeMAD
10.5,I,EdgeMAD
8.8,I,EdgeMAD
11.1,I,EdgeMAD
3.2,I,EdgeMAD
14.2,I,EdgeMAD
10.3,I,EdgeMAD
10.3,I,EdgeMAD
7.6,I,EdgeMAD
19.2,I,EdgeMAD
11.1,I,EdgeMAD
14.6,I,EdgeMAD
13.7,I,EdgeMAD
11.7,I,EdgeMAD
15.6,I,EdgeMAD
12.1,I,EdgeMAD
9.3,I,EdgeMAD
13.7,I,EdgeMAD
19.2,I,EdgeMAD
17.1,I,EdgeMAD
15.9,I,EdgeMAD
3.7,I,EdgeMAD
16.6,I,EdgeMAD
15.3,I,EdgeMAD
11.1,I,EdgeMAD
19.2,I,EdgeMAD
4.3,I,EdgeMAD
15.3,I,EdgeMAD
11.5,I,EdgeMAD
10.7,I,EdgeMAD
10.3,I,EdgeMAD
15.3,I,EdgeMAD
19.2,I,EdgeMAD
11.1,I,EdgeMAD
14.2,I,EdgeMAD
15.3,I,EdgeMAD
11.1,I,EdgeMAD
10.7,I,EdgeMAD
23,I,EdgeMAD
15.3,I,EdgeMAD
15.1,I,EdgeMAD
7.5,I,EdgeMAD
2.4,I,EdgeMAD
11.5,I,EdgeMAD
10,I,EdgeMAD
3.7,I,EdgeMAD
23,I,EdgeMAD
13.1,I,EdgeMAD
12.5,I,EdgeMAD
7.6,I,EdgeMAD
7.6,I,EdgeMAD
7.5,I,EdgeMAD
12.1,I,EdgeMAD
10.3,I,EdgeMAD
14.8,I,EdgeMAD
10.6,I,EdgeMAD
13.1,I,EdgeMAD
13.5,I,EdgeMAD
17.3,I,EdgeMAD
11.1,I,EdgeMAD
18.5,I,EdgeMAD
11.1,I,EdgeMAD
13.8,I,EdgeMAD
14.8,I,EdgeMAD
3.7,I,EdgeMAD
92.3,M,Client-Server
119,M,Client-Server
126,M,Client-Server
226,M,Client-Server
142,M,Client-Server
173,M,Client-Server
125,M,Client-Server
123,M,Client-Server
103,M,Client-Server
73,M,Client-Server
65.3,M,Client-Server
77.7,M,Client-Server
66.6,M,Client-Server
69.2,M,Client-Server
73,M,Client-Server
81.4,M,Client-Server
73,M,Client-Server
84.6,M,Client-Server
84.6,M,Client-Server
81.4,M,Client-Server
139,M,Client-Server
115,M,Client-Server
88.4,M,Client-Server
88.4,M,Client-Server
80.7,M,Client-Server
92.3,M,Client-Server
92.3,M,Client-Server
88.4,M,Client-Server
119,M,Client-Server
138,M,Client-Server
142,M,Client-Server
40.7,M,Client-Server
126,M,Client-Server
92.3,M,Client-Server
96.1,M,Client-Server
3.8,M,Client-Server
23,M,Client-Server
11.5,M,Client-Server
18.5,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
7.4,M,Client-Server
3.8,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
11.5,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
7.6,M,Client-Server
50,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
3.8,M,Client-Server
69.2,M,Client-Server
26.9,M,Client-Server
11.5,M,Client-Server
3.8,M,Client-Server
53.8,M,Client-Server
96.2,M,Client-Server
223,M,Client-Server
162,M,Client-Server
103,M,Client-Server
70.3,M,Client-Server
107,M,Client-Server
70.3,M,Client-Server
92.3,M,Client-Server
76.9,M,Client-Server
70.3,M,Client-Server
64.2,M,Client-Server
103,M,Client-Server
77.7,M,Client-Server
76.9,M,Client-Server
76.9,M,Client-Server
80.7,M,Client-Server
76.9,M,Client-Server
161,M,Client-Server
92.8,M,Client-Server
62.9,M,Client-Server
77.7,M,Client-Server
66.6,M,Client-Server
57.6,M,Client-Server
119,M,Client-Server
103,M,Client-Server
130,M,Client-Server
82.7,M,Client-Server
80.7,M,Client-Server
96.1,M,Client-Server
107,M,Client-Server
3.8,M,Client-Server
34.6,M,Client-Server
15.3,M,Client-Server
3.8,M,Client-Server
38.4,M,Client-Server
34.6,M,Client-Server
42.3,M,Client-Server
26.9,M,Client-Server
15.3,M,Client-Server
3.5,M,Client-Server
3.8,M,Client-Server
14.2,M,Client-Server
15.3,M,Client-Server
50,M,Client-Server
92.5,M,Client-Server
134,M,Client-Server
262,M,Client-Server
103,M,Client-Server
159,M,Client-Server
111,M,Client-Server
161,M,Client-Server
96.4,M,Client-Server
85.1,M,Client-Server
65.3,M,Client-Server
76.9,M,Client-Server
46.1,M,Client-Server
74,M,Client-Server
73,M,Client-Server
84.6,M,Client-Server
38.4,M,Client-Server
61.5,M,Client-Server
78.5,M,Client-Server
81.4,M,Client-Server
57.6,M,Client-Server
78.5,M,Client-Server
144,M,Client-Server
88.4,M,Client-Server
69.2,M,Client-Server
53.8,M,Client-Server
67.8,M,Client-Server
48.1,M,Client-Server
103,M,Client-Server
146,M,Client-Server
117,M,Client-Server
11.1,M,Client-Server
11.5,M,Client-Server
25,M,Client-Server
153,M,Client-Server
107,M,Client-Server
7.6,M,Client-Server
7.6,M,Client-Server
19.2,M,Client-Server
38.4,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
11.5,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
7.6,M,Client-Server
34.6,M,Client-Server
7.6,M,Client-Server
11.5,M,Client-Server
19.2,M,Client-Server
3.8,M,Client-Server
3.8,M,Client-Server
50,M,Client-Server
165,M,Client-Server
226,M,Client-Server
100,M,Client-Server
80.7,M,Client-Server
57.6,M,Client-Server
115,M,Client-Server
103,M,Client-Server
100,M,Client-Server
69.2,M,Client-Server
57.6,M,Client-Server
46.1,M,Client-Server
62.9,M,Client-Server
65.3,M,Client-Server
65.3,M,Client-Server
61.5,M,Client-Server
61.5,M,Client-Server
66.6,M,Client-Server
57.6,M,Client-Server
53.8,M,Client-Server
53.8,M,Client-Server
65.3,M,Client-Server
61.5,M,Client-Server
73,M,Client-Server
88.4,M,Client-Server
85.1,M,Client-Server
115,M,Client-Server
80.7,M,Client-Server
65.3,M,Client-Server
69.2,M,Client-Server
57.1,M,Client-Server
73,M,Client-Server
100,M,Client-Server
77.7,M,Client-Server
19.2,M,Client-Server
76.9,M,Client-Server
88.4,M,Client-Server
57.6,M,Client-Server
19.2,M,Client-Server
19.2,M,Client-Server
3.7,M,Client-Server
69.2,M,Client-Server
3.8,M,Client-Server
3.7,M,Client-Server
23,M,Client-Server
26.9,M,Client-Server
3.8,M,Client-Server
3.8,M,Client-Server
11.5,M,Client-Server
34.6,M,Client-Server
11.5,M,Client-Server
7.6,M,Client-Server
19.2,M,Client-Server
15.3,M,Client-Server
15.3,M,Client-Server
80.7,M,Client-Server
80.7,M,Client-Server
134,M,Client-Server
211,M,Client-Server
150,M,Client-Server
119,M,Client-Server
100,M,Client-Server
140,M,Client-Server
125,M,Client-Server
96.2,M,Client-Server
69.2,M,Client-Server
53.8,M,Client-Server
61.5,M,Client-Server
62.9,M,Client-Server
84.6,M,Client-Server
61.5,M,Client-Server
61.5,M,Client-Server
46.1,M,Client-Server
111,M,Client-Server
76.9,M,Client-Server
46.1,M,Client-Server
61.5,M,Client-Server
48.1,M,Client-Server
61.5,M,Client-Server
51.8,M,Client-Server
61.5,M,Client-Server
42.3,M,Client-Server
42.3,M,Client-Server
53.8,M,Client-Server
61.5,M,Client-Server
137,M,Client-Server
140,M,Client-Server
114,M,Client-Server
15.3,M,Client-Server
3.8,M,Client-Server
96.1,M,Client-Server
138,M,Client-Server
103,M,Client-Server
11.1,M,Client-Server
22.2,M,Client-Server
7.6,M,Client-Server
92.3,M,Client-Server
7.6,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
11.5,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
11.5,M,Client-Server
3.8,M,Client-Server
3.8,M,Client-Server
46.1,M,Client-Server
3.8,M,Client-Server
11.5,M,Client-Server
34.6,M,Client-Server
57.6,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
51.8,M,Client-Server
210,M,Client-Server
135,M,Client-Server
96.1,M,Client-Server
80.7,M,Client-Server
57.1,M,Client-Server
30.7,M,Client-Server
37,M,Client-Server
42.3,M,Client-Server
76.9,M,Client-Server
37,M,Client-Server
26.9,M,Client-Server
19.2,M,Client-Server
29.6,M,Client-Server
42.3,M,Client-Server
53.8,M,Client-Server
46.1,M,Client-Server
46.1,M,Client-Server
40.7,M,Client-Server
30.7,M,Client-Server
34.6,M,Client-Server
61.5,M,Client-Server
34.6,M,Client-Server
34.6,M,Client-Server
96.1,M,Client-Server
84.6,M,Client-Server
85.1,M,Client-Server
70.3,M,Client-Server
61.5,M,Client-Server
84.6,M,Client-Server
103,M,Client-Server
66.6,M,Client-Server
3.8,M,Client-Server
65.3,M,Client-Server
81.4,M,Client-Server
19.2,M,Client-Server
53.5,M,Client-Server
22.2,M,Client-Server
84.6,M,Client-Server
23,M,Client-Server
11.5,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
26.9,M,Client-Server
19.2,M,Client-Server
46.4,M,Client-Server
26.9,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
22.2,M,Client-Server
44.4,M,Client-Server
3.7,M,Client-Server
77.7,M,Client-Server
103,M,Client-Server
138,M,Client-Server
207,M,Client-Server
153,M,Client-Server
180,M,Client-Server
133,M,Client-Server
200,M,Client-Server
160,M,Client-Server
107,M,Client-Server
92.3,M,Client-Server
88.4,M,Client-Server
77.7,M,Client-Server
80.7,M,Client-Server
70.3,M,Client-Server
88.8,M,Client-Server
81.4,M,Client-Server
80.7,M,Client-Server
85.1,M,Client-Server
69.2,M,Client-Server
92.3,M,Client-Server
84.6,M,Client-Server
139,M,Client-Server
82.7,M,Client-Server
88.4,M,Client-Server
74,M,Client-Server
92.5,M,Client-Server
80.7,M,Client-Server
80.7,M,Client-Server
146,M,Client-Server
150,M,Client-Server
107,M,Client-Server
59.2,M,Client-Server
138,M,Client-Server
115,M,Client-Server
57.6,M,Client-Server
3.8,M,Client-Server
19.2,M,Client-Server
26.9,M,Client-Server
30.7,M,Client-Server
3.8,M,Client-Server
11.5,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
7.6,M,Client-Server
11.5,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
46.1,M,Client-Server
3.8,M,Client-Server
11.5,M,Client-Server
7.6,M,Client-Server
57.6,M,Client-Server
40.7,M,Client-Server
7.6,M,Client-Server
53.8,M,Client-Server
218,M,Client-Server
148,M,Client-Server
107,M,Client-Server
100,M,Client-Server
92.3,M,Client-Server
70.3,M,Client-Server
74,M,Client-Server
88.4,M,Client-Server
84.6,M,Client-Server
88.4,M,Client-Server
73,M,Client-Server
88.4,M,Client-Server
88.4,M,Client-Server
77.7,M,Client-Server
81.4,M,Client-Server
57.6,M,Client-Server
77.7,M,Client-Server
73,M,Client-Server
88.4,M,Client-Server
73,M,Client-Server
84.6,M,Client-Server
80.7,M,Client-Server
80.7,M,Client-Server
88.4,M,Client-Server
96.2,M,Client-Server
100,M,Client-Server
96.1,M,Client-Server
80,M,Client-Server
89.6,M,Client-Server
92.3,M,Client-Server
125,M,Client-Server
103,M,Client-Server
40.7,M,Client-Server
57.6,M,Client-Server
50,M,Client-Server
53.8,M,Client-Server
61.5,M,Client-Server
42.8,M,Client-Server
3.8,M,Client-Server
65.3,M,Client-Server
11.5,M,Client-Server
19.2,M,Client-Server
30.7,M,Client-Server
38.4,M,Client-Server
70.3,M,Client-Server
17.8,M,Client-Server
17.8,M,Client-Server
3.8,M,Client-Server
19.2,M,Client-Server
15.3,M,Client-Server
11.5,M,Client-Server
60.7,M,Client-Server
96.1,M,Client-Server
150,M,Client-Server
192,M,Client-Server
215,M,Client-Server
148,M,Client-Server
107,M,Client-Server
196,M,Client-Server
165,M,Client-Server
100,M,Client-Server
76.9,M,Client-Server
66.6,M,Client-Server
73,M,Client-Server
66.6,M,Client-Server
96.1,M,Client-Server
73,M,Client-Server
78.5,M,Client-Server
88.4,M,Client-Server
80.7,M,Client-Server
69.2,M,Client-Server
84.6,M,Client-Server
50,M,Client-Server
61.5,M,Client-Server
84.6,M,Client-Server
88.8,M,Client-Server
80.7,M,Client-Server
72.4,M,Client-Server
100,M,Client-Server
61.5,M,Client-Server
73,M,Client-Server
88.4,M,Client-Server
42.3,M,Client-Server
48.1,M,Client-Server
3.8,M,Client-Server
84.6,M,Client-Server
137,M,Client-Server
60.7,M,Client-Server
57.6,M,Client-Server
3.8,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
30.7,M,Client-Server
65.3,M,Client-Server
58,M,Client-Server
80.7,M,Client-Server
70.3,M,Client-Server
69.2,M,Client-Server
65.3,M,Client-Server
57.6,M,Client-Server
33.3,M,Client-Server
69.2,M,Client-Server
57.6,M,Client-Server
7.4,M,Client-Server
3.8,M,Client-Server
7.4,M,Client-Server
3.7,M,Client-Server
30.7,M,Client-Server
57.6,M,Client-Server
103,M,Client-Server
3.8,M,Client-Server
65.3,M,Client-Server
123,M,Client-Server
81.4,M,Client-Server
88.8,M,Client-Server
76.9,M,Client-Server
92.3,M,Client-Server
92.3,M,Client-Server
77.7,M,Client-Server
3.7,M,Client-Server
46.1,M,Client-Server
103,M,Client-Server
59.2,M,Client-Server
61.5,M,Client-Server
117,M,Client-Server
100,M,Client-Server
61.5,M,Client-Server
53.8,M,Client-Server
114,M,Client-Server
62.9,M,Client-Server
7.6,M,Client-Server
92.3,M,Client-Server
125,M,Client-Server
123,M,Client-Server
107,M,Client-Server
19.2,M,Client-Server
7.6,M,Client-Server
46.1,M,Client-Server
50,M,Client-Server
37,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
11.5,M,Client-Server
7.6,M,Client-Server
7.6,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
7.6,M,Client-Server
7.6,M,Client-Server
7.6,M,Client-Server
75,M,Client-Server
62.9,M,Client-Server
111,M,Client-Server
129,M,Client-Server
262,M,Client-Server
166,M,Client-Server
92.3,M,Client-Server
103,M,Client-Server
65.3,M,Client-Server
51.8,M,Client-Server
50,M,Client-Server
65.3,M,Client-Server
57.6,M,Client-Server
61.5,M,Client-Server
57.6,M,Client-Server
73,M,Client-Server
57.6,M,Client-Server
61.5,M,Client-Server
53.5,M,Client-Server
53.8,M,Client-Server
61.5,M,Client-Server
69.2,M,Client-Server
76.9,M,Client-Server
61.5,M,Client-Server
37,M,Client-Server
57.6,M,Client-Server
57.6,M,Client-Server
51.8,M,Client-Server
76.9,M,Client-Server
65.3,M,Client-Server
111,M,Client-Server
150,M,Client-Server
151,M,Client-Server
103,M,Client-Server
3.8,M,Client-Server
3.8,M,Client-Server
177,M,Client-Server
115,M,Client-Server
7.6,M,Client-Server
46.1,M,Client-Server
3.8,M,Client-Server
3.8,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
7.6,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
11.5,M,Client-Server
7.6,M,Client-Server
11.5,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
23,M,Client-Server
7.6,M,Client-Server
11.5,M,Client-Server
3.8,M,Client-Server
69.2,M,Client-Server
7.4,M,Client-Server
73,M,Client-Server
196,M,Client-Server
192,M,Client-Server
142,M,Client-Server
100,M,Client-Server
34.6,M,Client-Server
53.8,M,Client-Server
57.6,M,Client-Server
55.5,M,Client-Server
53.8,M,Client-Server
66.6,M,Client-Server
46.4,M,Client-Server
64.2,M,Client-Server
42.3,M,Client-Server
65.3,M,Client-Server
57.6,M,Client-Server
76.9,M,Client-Server
34.6,M,Client-Server
53.8,M,Client-Server
51.8,M,Client-Server
42.3,M,Client-Server
80.7,M,Client-Server
76.9,M,Client-Server
57.6,M,Client-Server
50,M,Client-Server
96.1,M,Client-Server
96.1,M,Client-Server
65.3,M,Client-Server
81.4,M,Client-Server
55.5,M,Client-Server
119,M,Client-Server
107,M,Client-Server
53.8,M,Client-Server
23,M,Client-Server
11.5,M,Client-Server
61.5,M,Client-Server
60.7,M,Client-Server
23,M,Client-Server
53.8,M,Client-Server
15.3,M,Client-Server
15.3,M,Client-Server
46.1,M,Client-Server
3.8,M,Client-Server
3.8,M,Client-Server
3.8,M,Client-Server
23,M,Client-Server
50,M,Client-Server
26.9,M,Client-Server
7.4,M,Client-Server
15.3,M,Client-Server
3.7,M,Client-Server
7.4,M,Client-Server
3.7,M,Client-Server
92.8,M,Client-Server
86.2,M,Client-Server
126,M,Client-Server
169,M,Client-Server
222,M,Client-Server
111,M,Client-Server
96.1,M,Client-Server
92.3,M,Client-Server
40.7,M,Client-Server
64.2,M,Client-Server
64.2,M,Client-Server
69.2,M,Client-Server
66.6,M,Client-Server
73,M,Client-Server
46.1,M,Client-Server
37,M,Client-Server
50,M,Client-Server
50,M,Client-Server
61.5,M,Client-Server
73,M,Client-Server
61.5,M,Client-Server
62.9,M,Client-Server
69.2,M,Client-Server
57.6,M,Client-Server
73,M,Client-Server
73,M,Client-Server
61.5,M,Client-Server
42.3,M,Client-Server
57.6,M,Client-Server
65.3,M,Client-Server
69.2,M,Client-Server
123,M,Client-Server
118,M,Client-Server
138,M,Client-Server
123,M,Client-Server
15.3,M,Client-Server
7.6,M,Client-Server
188,M,Client-Server
123,M,Client-Server
23,M,Client-Server
11.5,M,Client-Server
11.5,M,Client-Server
14.8,M,Client-Server
7.6,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
3.8,M,Client-Server
11.5,M,Client-Server
3.8,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
3.8,M,Client-Server
11.5,M,Client-Server
7.6,M,Client-Server
7.6,M,Client-Server
30.7,M,Client-Server
3.8,M,Client-Server
3.8,M,Client-Server
46.1,M,Client-Server
26.9,M,Client-Server
7.6,M,Client-Server
7.6,M,Client-Server
7.6,M,Client-Server
50,M,Client-Server
170,M,Client-Server
207,M,Client-Server
142,M,Client-Server
103,M,Client-Server
76.9,M,Client-Server
34.6,M,Client-Server
42.3,M,Client-Server
40.7,M,Client-Server
26.9,M,Client-Server
23,M,Client-Server
59.2,M,Client-Server
38.4,M,Client-Server
42.3,M,Client-Server
53.8,M,Client-Server
35.7,M,Client-Server
48.2,M,Client-Server
23,M,Client-Server
53.8,M,Client-Server
25.9,M,Client-Server
50,M,Client-Server
33.3,M,Client-Server
61.5,M,Client-Server
70.3,M,Client-Server
42.3,M,Client-Server
30.7,M,Client-Server
125,M,Client-Server
69.2,M,Client-Server
103,M,Client-Server
53.8,M,Client-Server
34.6,M,Client-Server
65.3,M,Client-Server
96.1,M,Client-Server
92.3,M,Client-Server
77.7,M,Client-Server
46.1,M,Client-Server
61.5,M,Client-Server
65.3,M,Client-Server
123,M,Client-Server
62.9,M,Client-Server
23,M,Client-Server
23,M,Client-Server
51.8,M,Client-Server
42.3,M,Client-Server
3.8,M,Client-Server
26.9,M,Client-Server
26.9,M,Client-Server
23,M,Client-Server
19.2,M,Client-Server
3.8,M,Client-Server
23,M,Client-Server
3.8,M,Client-Server
19.2,M,Client-Server
46.1,M,Client-Server
26.9,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
19.2,M,Client-Server
15.3,M,Client-Server
3.5,M,Client-Server
15.3,M,Client-Server
72.4,M,Client-Server
119,M,Client-Server
146,M,Client-Server
246,M,Client-Server
166,M,Client-Server
100,M,Client-Server
100,M,Client-Server
74,M,Client-Server
85.1,M,Client-Server
92.5,M,Client-Server
88.4,M,Client-Server
80.7,M,Client-Server
65.3,M,Client-Server
73,M,Client-Server
73,M,Client-Server
96.1,M,Client-Server
80.7,M,Client-Server
92.3,M,Client-Server
76.9,M,Client-Server
76.9,M,Client-Server
73,M,Client-Server
88.4,M,Client-Server
80.7,M,Client-Server
92.3,M,Client-Server
76.9,M,Client-Server
80.7,M,Client-Server
61.5,M,Client-Server
92.5,M,Client-Server
142,M,Client-Server
103,M,Client-Server
165,M,Client-Server
103,M,Client-Server
11.5,M,Client-Server
153,M,Client-Server
126,M,Client-Server
30.7,M,Client-Server
26.9,M,Client-Server
11.5,M,Client-Server
33.3,M,Client-Server
3.8,M,Client-Server
3.8,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
11.5,M,Client-Server
7.6,M,Client-Server
23,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
134,M,Client-Server
11.5,M,Client-Server
7.6,M,Client-Server
30.7,M,Client-Server
150,M,Client-Server
211,M,Client-Server
181,M,Client-Server
80,M,Client-Server
84.6,M,Client-Server
80.7,M,Client-Server
70.3,M,Client-Server
76.9,M,Client-Server
81.4,M,Client-Server
81.4,M,Client-Server
73,M,Client-Server
88.4,M,Client-Server
84.6,M,Client-Server
92.3,M,Client-Server
80.7,M,Client-Server
84.6,M,Client-Server
84.6,M,Client-Server
92.3,M,Client-Server
65.3,M,Client-Server
92.3,M,Client-Server
88.4,M,Client-Server
76.9,M,Client-Server
73,M,Client-Server
88.8,M,Client-Server
107,M,Client-Server
85.1,M,Client-Server
88.8,M,Client-Server
92.3,M,Client-Server
73,M,Client-Server
69.2,M,Client-Server
77.7,M,Client-Server
92.8,M,Client-Server
42.8,M,Client-Server
34.6,M,Client-Server
65.3,M,Client-Server
85.1,M,Client-Server
7.6,M,Client-Server
66.6,M,Client-Server
33.3,M,Client-Server
19.2,M,Client-Server
42.3,M,Client-Server
14.2,M,Client-Server
23,M,Client-Server
19.2,M,Client-Server
3.8,M,Client-Server
30.7,M,Client-Server
34.6,M,Client-Server
39.2,M,Client-Server
3.8,M,Client-Server
23,M,Client-Server
26.9,M,Client-Server
18.5,M,Client-Server
23,M,Client-Server
75,M,Client-Server
77.7,M,Client-Server
103,M,Client-Server
166,M,Client-Server
192,M,Client-Server
148,M,Client-Server
103,M,Client-Server
200,M,Client-Server
150,M,Client-Server
126,M,Client-Server
59.2,M,Client-Server
61.5,M,Client-Server
67.8,M,Client-Server
80.7,M,Client-Server
